row ID,Molecule,Molecule name,Mannhold LogP,Atomic Polarizabilities,Aromatic Atoms Count,Aromatic Bonds Count,Element Count,Bond Polarizabilities,Bond Count,Eccentric Connectivity Index,Fragment Complexity,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Largest Chain,Largest Pi Chain,Petitjean Number,Rotatable Bonds Count,Lipinski's Rule of Five,Topological Polar Surface Area,Vertex adjacency information magnitude,Molecular Weight,XLogP,Zagreb Index,Molecular Formula,Formal Charge,Formal Charge (pos),Formal Charge (neg),Heavy Atoms Count,Molar Mass,SP3 Character,Rotatable Bonds Count (non terminal)
Row1492,N1(CN(CC(C1)(C)C)CC(CCCC)CC)CC(CCCC)CC,C22H46N2,3.66,71.5924779999999,0,0,70,54.247522,24,484,4348.02,398.705182185403,2,0,7,0,0.5,18,2,6.48,5.58496250072116,338.366099472001,7.601,110,C22H46N2,0,0,0,24,338.614870819394,0.314285714285714,12
Row1493,O=C1NC(=O)C(CCC(C)C)(CC)C(N1)=O,C11H18N2O3,2.12,35.968274,0,0,34,23.871726,16,186,916.05,226.91065530015,5,2,4,8,0.5,7,0,75.27,5,226.131742436,2.079,78,C11H18N2O3,0,0,0,16,226.272649630312,0.235294117647059,4
Row1494,N=C(N)c1cc2[nH]c(-c3ccc(C(=N)N)cc3)cc2cc1,C16H15N5,2.67,43.661895,15,16,36,15.738105,23,413,1024.05,246.778509345901,4,5,3,21,0.5,5,0,115.53,5.52356195605701,277.13274548,3.348,112,C16H15N5,0,0,0,21,277.324401691175,0,3
Row1495,Fc1ccc([C@@H]2N(CCO[C@@H]2O[C@@H](c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C)Cc4nc(=O)[nH][nH]4)cc1,C23H21N4O3F7,2.45,65.187653,17,17,58,39.468347,40,879,2389.14,426.87723357263,4,2,3,6,0.5,16,2,83.24,6.32192809488736,534.150188072001,5.308,200,C23H21F7N4O3,0,0,0,37,534.427531607318,0.155172413793103,8
Row1496,[Cl-].N(c1ccc([C+](c2ccc(N(C)C)cc2)c3ccc(N(C)C)cc3)cc1)(C)C,C25H30N3Cl,3.77,69.48379,18,18,59,38.73621,30,-129542204,2788.04,401.579918332803,3,0,3,22,0.999000000999,12,1,9.72,5.90689059560852,407.212825640001,7.306,144,C25H30ClN3,0,1,-1,29,407.979667233766,0.101694915254237,6
Row1497,[Cr+3].[Cl-].[Cl-].[Cl-],Cl3Cr,1.02,18.14,0,0,4,0,0,0,12.04,#NUM!,0,0,0,0,0.999000000999,0,0,0,0,156.84706554,1.536,0,Cl3Cr,0,3,-3,4,158.354945805171,0,0
Row1498,[Hg]=O,OHg,1.24,6.502,0,0,2,4.898,1,2,1.02,#NUM!,1,0,2,1,0,0,0,17.07,1,217.96555762,-0.399,2,HgO,0,0,0,2,216.598571545369,0,0
Row1499,N1(c2c(cccc2)CCc3c1cccc3)CCCNC,C18H22N2,3.22,48.549446,12,12,42,26.690554,22,314,1556.02,267.189574075534,2,1,5,13,0.444444444444444,5,0,15.27,5.4594316186373,266.178298704,3.791,102,C18H22N2,0,0,0,20,266.381349140423,0.142857142857143,4
Row1500,O=C(OC)CCC,C5H10O2,1.79,17.07193,0,0,17,13.80607,6,45,214.02,109.980376530456,2,0,6,3,0.4,5,0,26.3,3.58496250072116,102.06807956,1.063,24,C5H10O2,0,0,0,7,102.131896877337,0.235294117647059,3
Row1501,F[C@@]12[C@@]3(C(=CC(=O)C=C3)CC[C@H]1[C@@H]4C[C@H](C)[C@]([C@]4(C[C@@H]2O)C)(O)C(=O)CO)C,C22H29O5F,3.22,62.623997,0,0,57,34.822003,31,530,2844.06,379.115143216581,5,3,4,6,0.5,9,0,94.83,5.95419631038688,392.199902248001,1.138,168,C22H29FO5,0,0,0,28,392.461899448131,0.280701754385965,2
Row1502,O=C1O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@@H](C(N[C@@H](C(O[C@H](C(N[C@H](C(O[C@@H](C(N[C@H]1C(C)C)=O)C)=O)C(C)C)=O)C(C)C)=O)C(C)C)=O)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C,C54H90N6O18,4.76,176.087370000001,0,0,168,125.34063,78,3096,22218.24,1122.7503072463,24,6,3,3,0.181818181818182,30,4,332.4,7.28540221886225,1110.63116004,8.031,378,C54H90N6O18,0,0,0,78,1111.32391420934,0.25,9
Row1503,Oc1c(/N=N/c2ccccc2)c3c(cccc3)cc1,C16H12N2O,2.89,39.163516,16,17,31,14.438484,21,329,747.03,222.578455421962,2,1,2,19,0.5,3,0,44.95,5.39231742277876,248.094963004,5,98,C16H12N2O,0,0,0,19,248.279874736159,0,2
Row1504,O=C(c1ccccc1)/C=C/c2ccccc2,C15H12O,3,35.203516,12,12,28,14.076484,17,265,601.01,209.181867781361,1,0,4,16,0.5,3,0,17.07,5.08746284125034,208.088815004,3.848,76,C15H12O,0,0,0,16,208.255732425299,0,3
Row1505,Oc1c(cc(C)c(c1C)CC2=NCCN2)C(C)(C)C,C16H24N2O,2.89,47.165032,6,6,43,28.216968,20,275,1594.03,269.917207626762,2,2,3,7,0.444444444444444,9,0,44.62,5.32192809488736,260.188863388,3.362,100,C16H24N2O,0,0,0,19,260.375163782068,0.209302325581395,3
Row1506,Clc1cnc(N2C(=O)c3nccnc3[C@@H]2OC(=O)N4CCN(C)CC4)cc1,C17H17N6O3Cl,2.23,52.441481,12,12,44,32.736519,30,580,1507.1,317.833002052052,9,0,3,15,0.461538461538462,5,0,91.76,5.90689059560852,388.105066084001,0.291,146,C17H17ClN6O3,0,0,0,27,388.808874663543,0.136363636363636,3
Row1507,C(CCCCCCCCCCCC)CCCCCCCCCCC,C24H50,4.1,75.5796499999999,0,0,74,54.66035,23,794,4777,423.660089721603,0,0,24,0,0.478260869565217,23,2,0,5.52356195605701,338.391251600001,13.996,90,C24H50,0,0,0,24,338.654699214202,0.324324324324324,21
Row1508,S(P(=O)(O)O)CCNCCCN,C5H15N2O3PS,1.24,29.937895,0,0,27,24.836105,11,156,544.07,181.73685981375,5,4,10,4,0.444444444444444,10,0,130.69,4.4594316186373,214.05409997,-1.866,48,C5H15N2O3PS,0,0,0,12,214.224258611145,0.185185185185185,7
Row1509,O=C(OC)Nc1nc2ccc(cc2[nH]1)OCCC,C12H15N3O3,2.12,36.827895,9,10,33,23.828105,19,326,850.06,215.774024031784,4,2,4,14,0.5,7,0,76.24,5.24792751344359,249.11134134,2.359,88,C12H15N3O3,0,0,0,18,249.266266472659,0.121212121212121,5
Row1510,S(=O)(=O)(O)O.N.N,H8N2O4S,0.69,13.642344,0,0,15,11.261656,4,-589934600,102.07,101.332827378578,6,4,3,5,0.999000000999,2,0,82.98,3,132.020477736,-1.764,20,H8N2O4S,0,0,0,7,132.140637147994,0,0
Row1511,O=C(N[C@H](C(=O)N)CO)[C@H]1N(C(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C)Cc3ccccc3)Cc4ccc(O)cc4)CCC1,C40H50N8O10,3.88,120.55965,18,18,108,65.32635,61,2420,9015.18,751.96301839041,16,10,16,7,0.5,24,4,295.61,6.93073733756289,802.364989800001,-1.108,288,C40H50N8O10,0,0,0,58,802.874148494792,0.138888888888889,19
Row1512,Clc1cc2N(c3c(cccc3)Sc2cc1)CCCN4CCN(C)CC4,C20H24N3ClS,3.11,59.583032,12,12,49,34.876968,28,544,2104.05,334.141936662669,3,0,3,13,0.5,6,0,35.02,5.8073549220576,373.137946448001,4.566,134,C20H24ClN3S,0,0,0,25,373.944428219909,0.163265306122449,4
Row1513,Clc1cc2C(=NC(O)C(Nc2cc1)=O)c3ccccc3,C15H11N2O2Cl,2.56,39.718723,12,12,31,15.383277,22,277,709.05,242.820223967889,4,2,0,17,0.5,3,0,61.69,5.4594316186373,286.050905272,3.273,106,C15H11ClN2O2,0,0,0,20,286.713540591299,0.032258064516129,1
Row1514,O(C(c1ncccc1)(c2ccccc2)C)CCN(C)C,C17H22N2O,3,47.591446,12,12,42,29.266554,21,296,1469.03,271.040274851029,3,0,7,6,0.444444444444444,9,0,25.36,5.39231742277876,270.173213324,2.509,98,C17H22N2O,0,0,0,20,270.370018171205,0.142857142857143,6
Row1515,S(P(=O)(OC)OC)CCSCC,C6H15O3PS2,1.46,32.397895,0,0,27,30.948105,11,137,544.06,195.548348080883,3,0,9,4,0.5,10,0,95.94,4.4594316186373,230.02002297,1.37,48,C6H15O3PS2,0,0,0,12,230.287673086899,0.222222222222222,7
Row1516,O=c1c2c([nH]c3c1cccc3)cc4c(=O)c5ccccc5[nH]c4c2,C20H12N2O2,3.22,47.005516,22,26,36,16.354484,28,482,1048.04,270.56678582279,0,2,0,24,0.454545454545455,0,1,65.72,5.8073549220576,312.089877624,6.134,140,C20H12N2O2,0,0,0,24,312.32222325088,0,0
Row1517,O(C(C)(C)C)CC,C6H14O,2.01,20.697102,0,0,21,17.220898,6,38,358.01,121.122593156561,1,0,5,0,0.5,6,0,9.23,3.58496250072116,102.104465068,1.743,28,C6H14O,0,0,0,7,102.174990861858,0.285714285714286,2
Row1518,[Se](CCC(N)C(=O)O)C,C5H11NO2Se,1.57,22.608723,0,0,20,16.343277,8,74,289.04,143.788048263156,3,2,7,3,0.5,7,0,63.32,4,196.995499892,-2.108,34,C5H11NO2Se,0,0,0,9,196.105929078299,0.2,4
Row1519,O=C(CC(=O)C)C,C5H8O2,1.79,15.738344,0,0,15,10.661656,6,38,154.02,107.343917829656,2,0,5,2,0.5,4,0,34.14,3.58496250072116,100.052429496,0.231,26,C5H8O2,0,0,0,7,100.116015369685,0.2,2
Row1520,Clc1cc2oc(=O)n(c2cc1)CSP(=S)(OCC)OCC,C12H15NO4ClPS2,1.79,47.039895,9,10,36,31.844105,22,366,949.09,288.163558310445,2,0,7,10,0.454545454545455,10,0,120.8,5.4594316186373,366.98686427,3.96,106,C12H15ClNO4PS2,0,0,0,21,367.811134180416,0.138888888888889,7
Row1521,[Ni](Cl)Cl,Cl2Ni,1.13,11.16,0,0,3,9.24,2,6,2.03,#NUM!,0,0,3,0,0.5,2,0,0,2,127.87304826,1.161,6,Cl2Ni,0,0,0,3,129.599226718816,0,0
Row1522,[Fe](Cl)Cl,Cl2Fe,1.13,12.76,0,0,3,12.44,2,6,2.03,#NUM!,0,0,3,0,0.5,2,0,0,2,125.87264286,1.161,6,Cl2Fe,0,0,0,3,126.751020779895,0,0
Row1523,S=P(Oc1noc(c1)-c2ccccc2)(OCC)OCC,C13H16NO4PS,2.12,44.386688,11,11,36,31.495312,21,352,989.07,258.202992407478,2,0,7,16,0.454545454545455,9,0,95.62,5.39231742277876,313.053765622,4.756,98,C13H16NO4PS,0,0,0,20,313.310788259808,0.111111111111111,7
Row1524,s1cncc1,C3H3NS,1.57,11.280379,5,5,8,6.879621,5,20,44.02,61.4208207417668,1,0,0,5,0,0,0,41.13,3.32192809488736,84.998620096,0.602,20,C3H3NS,0,0,0,5,85.1288181519154,0,0
Row1525,[Cr](Cl)(=O)(=O)[O-].[nH+]1ccccc1,C5H6NO3ClCr,1.35,30.086758,6,6,17,49.033242,10,-1474836500,146.06,#NUM!,3,1,3,6,0.999000000999,2,0,71.34,4.32192809488736,214.944128232,1.673,44,C5H6ClCrNO3,0,1,-1,11,215.555312645442,0,0
Row1526,ClC(=O)C,C2H3OCl,1.46,8.502379,0,0,7,4.657621,3,9,24.02,64.5132637227278,1,0,3,1,0.5,2,0,17.07,2.58496250072116,77.987242396,0.581,12,C2H3ClO,0,0,0,4,78.4976365608068,0.142857142857143,0
Row1527,S=O,OS,1.24,3.702,0,0,2,2.098,1,2,1.02,33.2192507581611,1,0,2,1,0,0,0,49.16,1,47.96698562,-0.547,2,OS,0,0,0,2,48.0654899206074,0,0
Row1528,P(=O)(OCC(=O)CO)(O)O,C3H7O6P,1.02,18.389551,0,0,17,18.964449,9,85,166.07,130.376567488967,6,3,7,5,0.5,7,0,113.87,4.16992500144231,169.998024574,-3.118,42,C3H7O6P,0,0,0,10,170.057984162561,0.117647058823529,4
Row1529,S=C(N)N,CH4N2S,1.24,9.527172,0,0,8,4.192828,3,9,37.03,63.7185290998001,2,2,3,4,0.5,2,0,84.13,2.58496250072116,76.009519128,-0.801,12,CH4N2S,0,0,0,4,76.1219903192012,0,0
Row1530,O=c1c(C(=O)O)cn(CC)c2c1ccc(n2)C,C12H12N2O3,2.23,33.727516,10,11,29,18.334484,18,204,628.05,213.040805122817,3,1,3,14,0.5,5,0,72.19,5.16992500144231,232.084792244,3.263,88,C12H12N2O3,0,0,0,17,232.235741004146,0.103448275862069,2
Row1531,Clc1cc2nccc(c2cc1)NC(CCCN(CC)CC)C,C18H26N3Cl,3,54.496618,10,11,48,32.803382,23,458,1939.04,308.390319455735,3,1,8,11,0.461538461538462,12,0,28.16,5.52356195605701,319.181525512001,4.268,106,C18H26ClN3,0,0,0,22,319.872752940947,0.1875,8
Row1532,S([C@@H]1O[C@@H]([C@H](O)[C@@H]([C@H]1O)O)CO)C(C)C,C9H18O5S,1.79,34.752274,0,0,33,23.873726,15,163,879.06,214.324019193206,5,4,3,0,0.428571428571429,9,0,115.45,4.90689059560852,238.087494676,-0.221,72,C9H18O5S,0,0,0,15,238.302666270841,0.272727272727273,3
Row1533,[N+](=N)=[N-],HN3,1.13,3.966793,0,0,4,0.433207,2,6,3.03,36.2738219237001,2,1,3,3,0.5,0,0,23.85,2,43.017047032,0.536,6,HN3,0,1,-1,3,43.0280503749338,0,0
Row1534,O(C(C)(C)C)C(C)(C)C,C8H18O,2.23,26.884274,0,0,27,21.593726,8,52,604.01,155.714562408295,1,0,5,0,0.5,8,0,9.23,4,130.135765196,2.62,42,C8H18O,0,0,0,9,130.228225670738,0.296296296296296,2
Row1535,O(C(C)C)C(C)C,C6H14O,2.01,20.697102,0,0,21,17.220898,6,38,358.01,121.122593156561,1,0,5,0,0.5,6,0,9.23,3.58496250072116,102.104465068,1.786,26,C6H14O,0,0,0,7,102.174990861858,0.285714285714286,2
Row1536,O1CCOCC1,C4H8O2,1.68,13.978344,0,0,14,12.577656,6,36,166.02,82.964391904589,2,0,0,0,0,0,0,18.46,3.58496250072116,88.052429496,-0.38,24,C4H8O2,0,0,0,6,88.1052794728971,0.285714285714286,0
Row1537,O(CCOC)C,C4H10O2,1.68,15.31193,0,0,16,14.76407,5,38,195.02,95.3208506053889,2,0,6,0,0.4,5,0,18.46,3.32192809488736,90.06807956,-0.17,18,C4H10O2,0,0,0,6,90.1211609805487,0.25,3
Row1538,O1C=2C(=Nc3c1cc(N)c4c3cccc4)C=CC(C2)N(CC)CC,C20H21N3O,3.22,53.304653,10,11,45,27.513347,27,479,1752.04,303.939154133596,3,1,5,18,0.5,6,0,50.85,5.75488750216347,319.168462292001,2.941,132,C20H21N3O,0,0,0,24,319.400988314779,0.111111111111111,3
Row1539,O=c1c2c(c-3nc4ccc(cc4oc3c1)N(CC)CC)cccc2,C20H18N2O2,3.22,51.006274,18,20,42,25.851726,27,479,1473.04,299.09616192519,2,0,5,20,0.5,5,1,46.34,5.75488750216347,318.136827816001,5.459,132,C20H18N2O2,0,0,0,24,318.369867773835,0.0952380952380952,3
Row1540,S=C=NCC=C,C4H5NS,1.68,14.373965,0,0,11,7.926035,5,38,70.02,99.3368053676335,1,0,6,3,0.4,2,0,44.45,3.32192809488736,99.01427016,1.721,18,C4H5NS,0,0,0,6,99.1554355563549,0.0909090909090909,2
Row1541,O=C1[C@@H]([C@@H](CC(=O)OC)CC1)C/C=C\CC,C13H20O3,2.56,38.62186,0,0,36,25.69614,16,231,1056.03,239.50910413555,3,0,5,3,0.5,8,0,43.37,5,224.1412445,2.139,72,C13H20O3,0,0,0,16,224.296596517468,0.25,6
Row1542,n1c2c3ncccc3ccc2ccc1,C12H8N2,2.56,28.654344,14,16,22,11.385656,16,170,394.02,149.877207619534,2,0,0,14,0.428571428571429,0,0,25.78,5,180.068748256,2.228,76,C12H8N2,0,0,0,14,180.205763206134,0,0
Row1543,O(c1ccc(/C=C/C)cc1)C,C10H12O,2.45,26.403516,6,6,23,15.034484,11,125,419.01,156.504238156028,0,0,3,9,0.5,4,0,9.23,4.4594316186373,148.088815004,3.398,48,C10H12O,0,0,0,11,148.202052941359,0.0869565217391304,2
Row1544,S1(=O)(=O)N(C(=C(O)c2c1cccc2)C(=O)Nc3sc(C)cn3)C,C14H13N3O4S2,2.01,45.616309,11,11,36,27.885691,25,417,938.09,278.544891996878,7,2,3,21,0.454545454545455,5,0,136.22,5.64385618977472,351.034747896,1.715,126,C14H13N3O4S2,0,0,0,23,351.403431672229,0.0555555555555556,2
Row1545,OCC/C=C\CC,C6H12O,2.01,19.363516,0,0,19,13.118484,6,54,282.01,118.486134455761,1,1,7,2,0.5,5,0,20.23,3.58496250072116,100.088815004,1.473,22,C6H12O,0,0,0,7,100.159109354207,0.210526315789474,3
Row1546,S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cc(OC)cc2,C19H24N2OS,3.11,55.345032,12,12,47,34.392968,25,377,1895.04,311.784809459563,2,0,5,14,0.5,9,0,41.01,5.64385618977472,328.160934388001,4.513,120,C19H24N2OS,0,0,0,23,328.47345646547,0.148936170212766,5
Row1547,O=C1NC(=O)C(c2ccccc2)(CC)C(N1)=O,C12H12N2O3,2.23,33.727516,6,6,29,17.312484,18,210,628.05,213.040805122817,5,2,2,8,0.5,3,0,75.27,5.16992500144231,232.084792244,1.317,88,C12H12N2O3,0,0,0,17,232.235741004146,0.103448275862069,2
Row1548,OCCCCCCCC/C=C\CCCCCCCC,C18H36O,3.33,56.486548,0,0,55,39.355452,18,486,2574.01,326.037949966162,1,1,19,2,0.5,17,2,20.23,5.16992500144231,268.276615772,8.301,70,C18H36O,0,0,0,19,268.478518207482,0.290909090909091,15
Row1549,Clc1c(OC)c(Cl)cc(c1)Cl,C7H5OCl3,1.79,22.995965,6,6,16,8.642035,11,91,146.04,152.885946290528,0,0,2,7,0.5,5,0,9.23,4.4594316186373,209.94059782,3.803,52,C7H5Cl3O,0,0,0,11,211.473072708766,0.0625,1
Row1550,O=C1O[C@H]2C3=C([C@H](OC(=O)/C(=C\C)/C)[C@H]([C@@H]3[C@](OC(=O)C)(C)C[C@@H]([C@@]2([C@@]1(O)C)O)OC(=O)CCC)OC(=O)CCCCCCC)C,C34H50O12,3.88,102.80365,0,0,96,69.03035,48,1243,7534.12,646.578069379,12,2,9,5,0.5,27,4,171.96,6.58496250072116,650.330227040001,5.102,240,C34H50O12,0,0,0,46,650.754917312914,0.260416666666667,17
Row1551,O=C(O)c1cc(C(=O)O)ccc1,C8H6O4,1.9,21.288758,6,6,18,8.475242,12,112,192.04,145.646490305178,4,2,3,12,0.5,4,0,74.6,4.58496250072116,166.026608672,1.252,56,C8H6O4,0,0,0,12,166.131151407536,0,2
Row1552,P(=O)(OC1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)(O)O,C6H13O9P,1.02,30.076309,0,0,29,26.481691,16,176,601.1,198.91520146825,9,6,3,5,0.428571428571429,9,1,166.72,5,260.029718626,-3.355,80,C6H13O9P,0,0,0,16,260.136051158588,0.206896551724138,3
Row1553,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,C20H30O2,3.44,56.80779,0,0,52,33.75421,21,639,2139.02,356.237852414457,2,1,21,3,0.5,15,2,37.3,5.39231742277876,302.224580200001,8.022,84,C20H30O2,0,0,0,22,302.451750405673,0.173076923076923,13
Row1554,C(=C)(C)C,C4H8,1.9,12.374344,0,0,12,8.745656,3,9,109,75.1039385034668,0,0,3,2,0.5,2,0,0,2.58496250072116,56.062600256,1.848,12,C4H8,0,0,0,4,56.1064696177583,0.166666666666667,0
Row1555,O=C(O)CCCCCCCCCCC,C12H24O2,2.56,38.727032,0,0,38,27.194968,13,239,1187.02,231.052268911522,2,1,13,3,0.5,12,1,37.3,4.70043971814109,200.177630008,5.294,52,C12H24O2,0,0,0,14,200.318218708414,0.289473684210526,10
Row1556,O=C1c2c(O[C@@H]([C@H]1O)c3cc4O[C@H](c5cc(OC)c(O)cc5)[C@@H](CO)Oc4cc3)cc(O)cc2O,C25H22O10,3.11,66.689446,18,18,57,32.672554,39,907,2531.1,408.01146084108,3,5,2,11,0.466666666666667,10,0,155.14,6.28540221886225,482.121296904001,2.102,194,C25H22O10,0,0,0,35,482.437143279561,0.105263157894737,4
Row1557,O=C(NCC(C)C)/C=C/CC/C=C\C=C\C,C14H23NO,2.78,41.878239,0,0,39,26.761761,15,298,1204.02,259.941395568461,2,1,14,5,0.461538461538462,10,0,29.1,4.90689059560852,221.177964356,4.058,62,C14H23NO,0,0,0,16,221.339048027631,0.179487179487179,7
Row1558,ClC(=O)CCCCC(Cl)=O,C6H8O2Cl2,1.68,21.858344,0,0,18,11.501656,9,100,199.04,155.062037996389,2,0,8,1,0.428571428571429,7,0,34.14,4.16992500144231,181.990134856,1.328,38,C6H8Cl2O2,0,0,0,10,183.032626422841,0.222222222222222,5
Row1559,Clc1cc2N(c3c(cccc3)CCc2cc1)CCCN(C)C,C19H23N2Cl,3.22,53.156239,12,12,45,29.523761,24,348,1747.03,299.696626471835,2,0,5,13,0.444444444444444,7,0,6.48,5.58496250072116,314.154976416001,4.652,114,C19H23ClN2,0,0,0,22,314.852963369221,0.155555555555556,4
Row1560,N(CCC=C1c2c(cccc2)CCc3c1cccc3)C,C19H21N,3.44,48.542653,12,12,41,23.617347,22,314,1469.01,270.852339792434,1,1,5,14,0.444444444444444,4,0,12.03,5.4594316186373,263.167399672,4.687,102,C19H21N,0,0,0,20,263.37744107635,0.121951219512195,3
Row1561,S1C(=NCCC1)Nc2c(cccc2C)C,C12H16N2S,2.45,36.888688,6,6,31,21.751312,16,200,814.03,210.452066480334,2,1,0,9,0.5,4,0,49.69,5,220.103419512,2.797,74,C12H16N2S,0,0,0,15,220.335374229779,0.161290322580645,2
Row1562,O=C1O[C@@H]([C@@]2(C3=C([C@H]4[C@](C(=O)CC4)(C)C[C@H]3OC(=O)C)C(c5c2c1co5)=O)C)COC,C23H24O8,3.11,62.899032,5,5,55,37.732968,35,530,2551.08,385.548414290624,7,0,3,12,0.5,8,0,109.11,6.12928301694497,428.147117728001,0.714,184,C23H24O8,0,0,0,31,428.432743138498,0.236363636363636,4
Row1563,Cl.Cl.Cl.FC1(F)[C@H]2c3c(cccc3)C(N4CCN(C[C@@H](O)COc5c6c(nccc6)ccc5)CC4)c7c([C@@H]12)cccc7,C32H34N3O2Cl3F2,3.88,91.5489619999999,22,23,76,48.031038,45,-194313306,4519.1,536.940141254071,4,1,4,11,0.999000000999,9,2,48.83,6.49185309632968,635.168466808001,5.998,224,C32H34Cl3F2N3O2,0,0,0,42,636.988072978092,0.144736842105263,6
Row1564,FC1(F)[C@@H](O[C@@H]([C@H]1O)CO)n2c(=O)nc(N)cc2,C9H11N3O4F2,1.46,30.796723,6,6,29,19.945277,19,253,594.09,211.884331956958,5,3,2,8,0.444444444444444,7,0,110.6,5.24792751344359,263.071762272,0.139,96,C9H11F2N3O4,0,0,0,18,263.198507134561,0.172413793103448,2
Row1565,O=C(O)c1c(O)cccc1.OCCN(CCO)CCO,C13H21NO6,2.12,42.794653,6,6,41,25.895347,19,-654705702,1220.07,271.8965444454,6,5,7,10,0.999000000999,12,0,121.46,5.24792751344359,287.136887392001,-0.404,82,C13H21NO6,0,0,0,20,287.309455261038,0.146341463414634,7
Row1566,Clc1cc2S(=O)(=O)N=C(C)Nc2cc1,C8H7N2O2ClS,1.68,27.631551,6,6,21,16.528449,15,148,302.06,174.059649148422,4,1,0,12,0.428571428571429,2,0,66.91,4.90689059560852,229.991676144,1.938,76,C8H7ClN2O2S,0,0,0,14,230.672711291517,0.0476190476190476,0
Row1567,S(c1ccccc1)C[C@H](NC(=O)c2c(c(O)ccc2)C)[C@H](O)CN3[C@H](C(=O)NC(C)(C)C)C[C@@H]4CCCC[C@@H]4C3,C32H45N3O4S,4.1,95.7336849999999,12,12,85,56.690315,43,975,6184.08,556.37067380328,6,4,6,10,0.5,16,2,127.2,6.4262647547021,567.313077920001,5.996,208,C32H45N3O4S,0,0,0,40,567.7846969438,0.211764705882353,10
Row1568,O(c1ccc(CCOCC2CC2)cc1)CC(O)CNC(C)C,C18H29NO3,3,54.522997,6,6,51,36.195003,23,556,2242.04,313.729328772251,3,2,7,7,0.5,14,1,50.72,5.52356195605701,307.214743788001,2.366,104,C18H29NO3,0,0,0,22,307.428445992876,0.235294117647059,11
Row1569,ClCC(=O)N(c1c(cccc1CC)CC)COC,C14H20NO2Cl,2.56,42.85986,6,6,38,27.13814,18,199,1138.04,260.686231338656,3,0,7,9,0.428571428571429,10,0,29.54,5.16992500144231,269.11825656,2.982,82,C14H20ClNO2,0,0,0,18,269.767568271907,0.184210526315789,6
Row1570,Ic1c(Oc2cc(I)c(O)c(c2)I)c(I)cc(c1)CC(N)C(=O)O,C15H11NO4I4,2.12,59.442723,12,12,35,28.599277,25,487,744.09,350.292973473075,3,3,4,14,0.461538461538462,12,1,92.78,5.64385618977472,776.686699832,3.968,122,C15H11I4NO4,0,0,0,24,776.870601661217,0.0571428571428571,5
Row1571,FC(F)(F)C(O)C(F)(F)F,C3H2OF6,1.02,10.757586,0,0,12,9.404414,9,57,31.07,105.6399923808,1,1,5,0,0.5,9,0,20.23,4.16992500144231,168.000984004,2.388,48,C3H2F6O,0,0,0,10,168.037913445585,0.25,2
Row1572,ClC(=O)C(Cl)=O,C2O2Cl2,1.24,9.484,0,0,6,2.756,5,24,5.04,85.8780994929222,2,0,4,4,0.333333333333333,3,0,34.14,3.32192809488736,125.9275346,0.628,22,C2Cl2O2,0,0,0,6,126.926156805083,0,1
Row1573,N(C)(C)C,C3H9N,1.68,12.381137,0,0,13,11.818863,3,9,132.01,71.4411727865668,1,0,3,0,0.5,3,0,3.24,2.58496250072116,59.073499288,0.063,12,C3H9N,0,0,0,4,59.1103776818321,0.230769230769231,0
Row1574,[Ca+2].O=C(O)[O-].O=C(O)[O-],C2H2O6Ca,0.91,32.465586,0,0,11,6.018414,6,-884901900,8.07,#NUM!,6,2,3,4,0.999000000999,4,0,120.72,3.58496250072116,161.947728764,-1.422,24,C2H2CaO6,0,2,-2,9,162.111805518633,0,0
Row1575,O(c1cc2[nH]c3C(NCCc3c2cc1)C)C,C13H16N2O,2.56,36.550688,9,10,32,20.727312,18,220,916.03,194.772795048361,1,2,2,10,0.5,3,0,37.05,5.16992500144231,216.126263132,2.215,88,C13H16N2O,0,0,0,16,216.279430061098,0.15625,1
Row1576,O=C1C(OC)=C(OC)C(=O)C(=C1CCCCCCCCCCO)C,C19H30O5,3,57.45379,0,0,54,38.54421,24,592,2364.05,358.229006591074,5,1,11,10,0.5,16,1,72.83,5.58496250072116,338.209324060001,3.865,108,C19H30O5,0,0,0,24,338.439229291593,0.240740740740741,12
Row1577,O=C([O-])C[N+](C)(C)C,C5H11NO2,1.68,18.838723,0,0,19,16.581277,7,45,268.03,120.977136738622,2,0,5,3,0.5,6,0,40.13,3.8073549220576,117.078978592,-1.227,34,C5H11NO2,0,1,-1,8,117.146540838198,0.210526315789474,2
Row1578,O1[C@@H](n2c3ncnc(c3nc2)N)[C@@H](O)[C@@H]([C@H]1CO)O,C10H13N5O4,1.57,34.976309,9,10,32,21.407691,21,288,814.09,202.245801896945,8,4,2,10,0.444444444444444,6,0,139.54,5.39231742277876,267.096753896,-1.417,104,C10H13N5O4,0,0,0,19,267.241724513073,0.15625,2
